filename	imageID	brightness_median	brightness_stdev	saturation_median	saturation_stdev	hue_median	hue_stdev	decade
d226fbdf49e9dd46ebf4f27ab15c0dff.jpg	296	199	41.8516	112	52.4291	25	63.2765	1960
d42c67e1ac83ed662b760092c64ec417.jpg	297	177	49.0688	73	55.4489	122	95.1569	1960
d4785e125f79087a9ea0103706903592.jpg	298	171	63.6516	62	76.4991	50	55.5004	1960
d59ec1e260bd65f2ae07491f7eb0a775.jpg	299	219	48.5293	33	52.5743	42	41.2006	1960
d9c0e02fc544a254bbbde7ef76705ec5.jpg	300	104	76.4797	57	74.6733	63	33.9832	1960
d9c7dcd18d4041ff581ed2d3afb9fd12.jpg	301	97	92.2776	94	81.4714	42	67.4887	1960
dec74-b_216x324.jpg	302	199	60.2275	70	59.9493	20	68.0869	1960
dec75-b_216x324.jpg	303	189	50.838	199	68.8449	16	71.5894	1960
December-1978_v_2aug10_B_216x324.jpg	304	92	83.7378	53	62.9045	51	60.6849	1960
e011bc564e3653e2f887d8e26f080cb2.jpg	305	175	60.9152	203	80.483	138	54.4545	1960
e220e50fdc9fa9ff50848876833080d8.jpg	306	163	56.9122	49	39.6944	58	88.5654	1960
e2f26eef31af2a91917f0d592760332f.jpg	307	143	48.3744	174	56.2806	144	84.4027	1960
e37e35f64a5848bc907cda5200b0aa4e.jpg	308	135	75.763	120	66.2228	72	49.7128	1960
e3a30f758717524402ccec03a12d86d2.jpg	309	141	67.092	62	45.2872	42	27.0064	1960
e3b8390334d17ea67fd95595f4c85f84.jpg	310	213	46.3383	49	69.4899	22	58.9211	1960
e41b702e4714280ee0802877ebb7517d.jpg	311	186	51.4281	135	52.7862	106	49.2316	1960
e45a7acf41c6abc8eb49f6455ce9c5cf.jpg	312	233	51.8909	65	37.9543	10	111.5696	1960
e93b35fd5abb8b7cfad65ccc5db99ad2.jpg	313	180	55.5085	104	62.2418	102	73.8322	1960
e9552f8a602d34bc5c81ce1d16674f12.jpg	314	155	64.3294	95	57.5777	134	61.1905	1960
eabd8161f93166a6e62ca4142d7b28a1.jpg	315	95	92.8998	85	68.1126	35	37.2616	1960
edf9024937f1d5529a2da61c2306a0a3.jpg	316	169	91.9088	132	76.6959	12	38.4169	1960
ee31e133f690f7acc5a71b9efa327b64.jpg	317	150	77.2074	98	72.19	28	45.2684	1960
eefed91d5dbfdcc9fb71259746543b90.jpg	318	113	75.553	119	69.5705	186	97.835	1960
f095656c28e34052bffa940ce922fc72.jpg	319	198	53.4905	44	71.5438	34	45.1754	1960
f135ec4296f17eda9f0c966fbd539520.jpg	320	125	65.0406	56	32.4376	23	58.1848	1960
f35c772ad3c8589b6027f6c94de9f1f3.jpg	321	154	48.2757	76	51.1768	35	92.6365	1960
f397394125485be61a3dd33fbe14a8d8.jpg	322	52	65.2071	47	50.7828	135	80.4104	1960
f44b45d51f7ab6bc91af5ec7ef64f688.jpg	323	68	87.7676	130	85.1689	85	44.1134	1960
f4719c4ef82f657dde7d505ced72fe70.jpg	324	234	69.1864	161	97.9131	32	52.1506	1960
f4956edadc7ba2ce3f94b58b041cfedc.jpg	325	150	66.5289	44	59.8889	49	35.5984	1960
f523c290d6443067795a1be6a9518d69.jpg	326	128	69.0775	53	46.4807	104	90.7213	1960
f66566091fe5ed8acbbdeb9ca6fc316a.jpg	327	184	49.0429	35	61.5462	26	81.4329	1960
f6b771ef4d917ca02705b096f2983d34.jpg	328	81	82.8755	45	61.0928	144	89.0019	1960
f71f28cf85f21e6b287536efd45c3e81.jpg	329	232	53.5557	34	48.4542	27	42.9619	1960
f7a93df679ca299e0acd73b524dbe1f4.jpg	330	175	61.7251	27	46.5788	49	72.4946	1960
f91802ed8d5a5fa990e57f6374a96a91.jpg	331	158	45.3516	113	60.1092	147	73.7542	1960
fa18842b594c956d311c4a55545a5c79.jpg	332	57	81.5	174	86.5883	49	58.5267	1960
fabfb3d01e8eff3725549669f702a541.jpg	333	130	55.1007	83	41.4022	17	42.4934	1960
fb6ab31fd4ae40bea0e99ebff545f1a0.jpg	334	190	61.7284	116	85.233	42	81.1204	1960
fbccc0039c1423fb0fb0ebca1de7d79e.jpg	335	238	69.8593	32	64.5844	143	58.0667	1960
fbde9eb8d6cd43c0708bd7ec2641c104.jpg	336	182	62.3596	80	60.2954	23	39.9842	1960
fc3f9519adc5d2024dab55abea038d85.jpg	337	243	61.4962	41	71.6698	31	26.4928	1960
fd3645cb4357fe699a2513e9f535880b.jpg	338	155	79.3518	183	87.6431	27	17.2966	1960
fd4df3a5e50733052c40489f3a2ca473.jpg	339	127	53.5682	59	34.6777	19	70.6522	1960
fdb407011ad0b66d99bc7ee91217c1ab.jpg	340	181	50.3346	70	53.3396	27	52.6682	1960
fe54b1d45c8b2176ae40410d16d18d06.jpg	341	219	48.3657	7	46.9898	28	101.4863	1960
fea2c55b8716aa139661f42c3c72634e.jpg	342	184	75.4506	24	41.0731	44	3.8906	1960
February-1978_v_2aug10_B_216x324.jpg	343	163	50.9292	149	70.1342	28	37.0877	1960
February_1976_covers_v_17dec10_B_216x324.jpg	344	206	43.9344	185	72.9176	21	46.3462	1960
ff1e3e2953e1db07b969941f0e42a05e.jpg	345	183	69.3462	63	46.5454	19	79.4444	1960
ff32d14db07f5476b785d407016b580e.jpg	346	147	54.5024	154	71.2463	24	15.6875	1960
jan-64-brian-duffy-vogue_b_216x324.jpg	347	226	23.1465	5	21.7917	28	90.521	1960
jan62-henry-clarke_b_216x324.jpg	348	150	55.7109	117	52.1792	26	66.1054	1960
jan74-b_216x324.jpg	349	175	64.4837	93	57.9566	32	56.0509	1960
January-1961-Vogue-14May13_b_216x324.jpg	350	124	85.6658	13	57.0584	146	102.9587	1960
January-1966-Vogue-14May13_b_216x324.jpg	351	204	74.2846	170	63.0744	8	31.1283	1960
January-1978_v_2aug10_B_216x324.jpg	352	155	60.3153	94	54.627	27	44.4164	1970
January_1976_covers_v_17dec10_B_216x324.jpg	353	182	53.768	206	71.9226	8	57.4924	1970
jul73-snowdon_b_216x324.jpg	354	219	35.4236	34	30.4868	19	54.7896	1970
July-1961-Vogue-14May13_b_216x324.jpg	355	134	64.2623	157	61.8367	53	35.2418	1960
July-1978_v_2aug10_B_216x324.jpg	356	151	67.2421	99	60.5937	42	100.6653	1970
July_1976_covers_v_17dec10_B_216x324.jpg	357	159	65.2762	94	51.3717	30	42.1158	1970
June-1965-Vogue-14May13_b_216x324.jpg	358	103	81.994	109	55.0544	15	78.1177	1970
June-1966-Vogue-14May13_b_216x324.jpg	359	205	36.5425	105	48.8629	24	21.9844	1960
June-1967-Vogue-14May13_b_216x324.jpg	360	207	55.5091	73	42.8123	18	61.4413	1960
June-1978_v_2aug10_B_216x324.jpg	361	177	65.7869	98	72.883	26	46.6215	1970
June_1976_covers_v_17dec10_B_216x324.jpg	362	168	62.9925	127	52.3129	18	35.4792	1970
mar70-b_216x324.jpg	363	173	69.4719	36	52.7662	22	75.2487	1970
March-1961-Vogue-14May13_b_216x324.jpg	364	125	88.3042	27	38.9672	34	64.462	1960
March-1965-Vogue-14May13_b_216x324.jpg	365	182	65.0881	46	43.2142	120	51.6858	1960
March-1967-Vogue-14May13_b_216x324.jpg	366	190	46.5056	231	83.2832	139	49.7008	1960
march1st-1972-princess-grace-of-monaco-snowdon_b_216x324.jpg	367	246	68.0296	47	61.7745	13	74.6571	1970
May-1962_vogue_cover_v_19nov10_150x200.jpg	368	215	85.2335	29	57.5187	31	31.2987	1960
May-1978_v_2aug10_B_216x324.jpg	369	174	49.6673	124	54.3234	25	58.5214	1960
may66-b_216x324.jpg	370	227	19.4685	147	73.2821	20	28.7775	1970
may75-b_216x324.jpg	371	171	58.1189	126	78.7691	119	72.5568	1970
May_1976_covers_v_17dec10_B_216x324.jpg	372	190	46.588	186	61.0185	19	46.9317	1970
mid-feb-1960-snowdon_b_216x324.jpg	373	151	66.4041	85	47.0234	42	75.4011	1960
November-1961-Vogue-14May13_b_216x324.jpg	374	197	63.4345	57	59.4842	28	89.6708	1960
November-1962_vogue_cover_v_19nov10_150x200.jpg	375	182	67.0082	43	45.5888	66	37.1335	1960
November-1963-Vogue-14May13_b_216x324.jpg	376	195	96.2783	91	79.1323	47	77.2706	1960
November-1978_v_2aug10_B_216x324.jpg	377	108	68.5983	62	63.0496	31	34.9189	1970
November_1976_covers_v_17dec10_B_216x324.jpg	378	181	67.3604	192	77.6767	29	61.221	1970
oct67-b_216x324.jpg	379	194	77.2948	75	76.7585	59	74.842	1960
October-1960-Vogue-14May13_b_216x324.jpg	380	180	54.3187	28	29.2356	24	43.1284	1960
October-1961-Vogue-14May13_b_216x324.jpg	381	181	50.6704	46	36.3327	24	42.5368	1960
October-1973-Vogue-14May13_b_216x324.jpg	382	161	81.6149	96	65.5574	21	45.5917	1970
sep65-b_216x324.jpg	383	167	82.9947	34	43.5485	42	70.4346	1960
sep66-b_216x324.jpg	384	208	58.7737	128	54.8401	19	50.0503	1960
sep73-b_216x324.jpg	385	162	79.4713	121	58.1617	16	72.5824	1970
September-1970-Vogue-14May13_b_216x324.jpg	386	121	79.0182	105	52.5283	18	50.4397	1970
September-1971-Vogue-14May13_b_216x324.jpg	387	180	53.853	99	45.8091	15	67.0797	1970
vogue-apr-71-apr15_216x324.jpg	388	192	37.5301	43	69.6923	127	61.7035	1970
Vogue-april1977_b_216x324.jpg	389	220	53.257	21	37.8272	42	49.8811	1970
Vogue-cover-August-1978_v_2aug10_B_216x324.jpg	390	158	70.2695	36	44.5234	119	83.1143	1970
vogue-dec-73_216x324.jpg	391	150	54.013	161	60.4178	22	27.8569	1970
Vogue-December1966-David-Bailey_b_216x324.jpg	392	137	65.5274	47	36.8006	112	49.5494	1970
vogue-feb-62_216x324.jpg	393	204	45.8615	80	55.2543	25	27.1112	1960
Vogue-Mar-1-1966-Cover-Bailey_brett-b_216x324_1.jpg	394	133	80.7936	123	76.5106	19	68.0387	1960
vogue-may-1974_bt_216x324.jpg	395	204	57.4507	70	72.8019	72	62.4965	1970
vogue-nov-65_216x324.jpg	396	182	51.8108	27	56.8269	19	93.1179	1960
vogue-oct-74_216x324.jpg	397	178	74.4648	128	80.0447	39	33.3005	1970
vogue-sep-68-sep1_216x324.jpg	398	195	65.9528	117	72.6673	21	54.3054	1960
vogue-sept1965-Norman-Parkinson_b_216x324.jpg	399	195	61.3044	95	57.6382	23	34.2734	1960
vogue-sept1973-Peter-Seller liza minnelli_b_216x324.jpg	400	175	66.1845	69	58.4715	49	80.5672	1970
VogueCover01Apr75_V_22jul10_b_216x324.jpg	401	179	50.9358	73	57.4526	50	53.9306	1970
VogueCover01Mar75_V_22jul10_b_216x324.jpg	402	218	34.4907	72	55.1026	22	52.9722	1970
VogueCover01Oct75_V_22jul10_b_216x324.jpg	403	35	87.1291	77	65.6342	85	50.289	1970
VogueCover15Apr75_V_22jul10_b_216x324.jpg	404	113	73.5594	63	62.9416	53	51.559	1970
VogueCover15April64_V_25jun10_b_216x324.jpg	405	75	82.5745	85	66.0433	60	66.3571	1960
VogueCover15Mar75_V_22jul10_b_216x324.jpg	406	179	65.627	187	72.3054	18	45.9977	1970
VogueCover15March64_V_25jun10_b_216x324.jpg	407	162	68.6933	87	75.2538	31	31.6565	1960
VogueCover1April64_V_25jun10_b_216x324.jpg	408	209	78.9997	49	48.3634	31	32.8841	1960
VogueCover1March64_V_25jun10_b_216x324.jpg	409	216	92.1128	36	44.3929	42	42.964	1960
VogueCover1Sep64_V_25jun10_b_216x324.jpg	410	203	73.3597	32	58.2714	45	36.7138	1960
Voguecover_Jul70_XL_b_216x324.jpg	411	121	64.496	70	46.2926	68	74.3766	1970
VoguecoverApr78_216x324.jpg	412	216	25.7047	75	47.2777	13	58.8448	1970
VogueCoverAug64_V_12jul10_b_216x324.jpg	413	211	63.0131	51	44.0078	25	20.1919	1960
VogueCoverAug75_V_22jul10_b_216x324.jpg	414	116	66.2214	57	41.8409	141	70.7447	1970
VoguecoverAug79_V_27apr10_b_216x324.jpg	415	176	79.7068	112	71.4894	14	44.7036	1970
VoguecoverDec60_B.jpg	416	225	40.762	24	31.553	31	75.7539	1960
VogueCoverDec64_V_12jul10_b_216x324.jpg	417	80	80.2611	65	56.9221	68	40.4417	1960
VoguecoverDec65_B.jpg	418	218	81.7137	7	96.993	110	60.6224	1960
VoguecoverDec70_B.jpg	419	125	51.9932	129	71.7503	62	72.1832	1970
VoguecoverDec79_V_27apr10_b_216x324.jpg	420	148	61.8584	72	66.9555	21	64.0043	1970
VoguecoverFeb61_216x324.jpg	421	192	51.0456	79	76.5504	20	28.0068	1960
VogueCoverFeb64_V_12jul10_b_216x324.jpg	422	52	83.7361	110	73.2295	127	54.0597	1960
VogueCoverFeb75_V_22jul10_b_216x324.jpg	423	153	45.8157	28	46.9387	49	56.4	1970
VoguecoverFeb79B.jpg	424	167	46.2928	90	50.9531	164	75.6638	1970
VogueCoverJan75_V_28jul10_b_216x324.jpg	425	146	69.4521	124	59.2153	116	102.3732	1970
VogueCoverJul75_V_22jul10_b_216x324.jpg	426	169	58.9036	78	84.9918	27	57.0605	1970
VoguecoverJul79_V_27apr10_b_216x324.jpg	427	165	69.5527	107	59.546	29	38.6974	1970
VogueCoverJuly64_V_25jun10_b_216x324.jpg	428	164	46.7408	88	42.3122	87	59.896	1960
VoguecoverJun62B.jpg	429	215	56.0479	39	49.044	31	32.3718	1960
VoguecoverJun63_B.jpg	430	201	37.6494	113	46.1546	20	27.6106	1960
VogueCoverJun64_V_12jul10_b_216x324.jpg	431	202	49.7127	57	88.9836	135	88.7634	1960
VoguecoverJun72B.jpg	432	212	43.8988	66	45.0896	29	67.5259	1970
VogueCoverJun75_V_22jul10_b_216x324.jpg	433	109	68.7608	60	52.324	31	55.6523	1970
VoguecoverMar60B.jpg	434	216	86.0969	22	53.4432	24	67.6103	1960
VoguecoverMar71_B.jpg	435	158	69.8383	82	57.4223	18	97.1178	1970
VoguecoverMar74_XL-1280_216x324.jpg	436	131	91.8127	90	75.008	136	80.9705	1970
VogueCoverMay64_V_12jul10_b_216x324.jpg	437	225	65.6346	68	77.8873	29	75.4682	1960
VoguecoverNov64_B.jpg	438	154	50.6618	81	61.7425	14	90.9079	1960
VoguecoverNov69_B.jpg	439	100	73.7055	97	55.0206	133	70.2688	1960
VoguecoverNov71_B.jpg	440	115	85.8114	9	82.7658	135	84.7171	1970
VoguecoverNov74_B.jpg	441	100	61.5565	148	35.1468	116	110.7749	1970
VogueCoverNov75_V_22jul10_b_216x324.jpg	442	105	79.046	130	67.9559	27	35.2023	1970
VoguecoverNov79_B.jpg	443	207	54.0574	94	55.4375	18	81.808	1970
VogueCoverOct64_V_12jul10_b_216x324.jpg	444	187	80.0591	66	53.6061	42	43.2426	1960
VoguecoverOct69_B.jpg	445	194	54.4391	79	57.7027	21	64.9884	1960
VogueCoverOct75_V_22jul10_b_216x324.jpg	446	158	73.3198	144	74.7072	38	101.8986	1970
VoguecoverOct79_V_27apr10_b_216x324.jpg	447	89	72.4298	46	56.1769	63	46.4016	1970
VoguecoverSep61_216x324.jpg	448	214	71.3296	84	64.8955	40	78.9387	1960
VogueCoverSep64_V_12jul10_b_216x324.jpg	449	240	62.5785	33	62.1188	25	38.0634	1960
VoguecoverSep79_2_V_27apr10_b_216x324.jpg	450	207	60.7231	69	57.2572	28	51.7433	1970
VoguecoverSep79_V_27apr10_b_216x324.jpg	451	183	80.8089	109	71.2314	17	38.5053	1970
VogueCoverSept75_V_22jul10_b_216x324.jpg	452	156	60.0062	167	63.0107	25	48.6043	1970
VogueDec76_V_25jan12_b_216x324.jpg	453	175	70.3233	121	76.8457	18	48.0472	1970
VogueFeb73_V_25jan12_b_216x324.jpg	454	212	51.1035	93	47.357	23	29.813	1970
VogueJul65_V_25jan12_b_216x324.jpg	455	153	61.5535	95	58.2891	56	48.5623	1960
VogueJul72_V_25jan12_b_216x324.jpg	456	216	38.9661	40	50.4221	25	43.3521	1970
VogueMar70_V_25jan12_b_216x324.jpg	457	168	73.3766	118	98.8292	70	101.6718	1970
VogueMar73_V_25jan12_b_216x324.jpg	458	220	63.5974	33	55.3761	29	53.7119	1970
VogueMay69_V_25jan12_b_216x324.jpg	459	176	73.3554	62	68.2093	26	67.4047	1960
VogueMay70_V_25jan12_b_216x324.jpg	460	169	66.1417	113	65.8333	19	82.6203	1970
VogueOct74_V_25jan12_b_216x324.jpg	461	155	64.1578	96	66.101	28	37.1437	1970
VogueSep72_V_25jan12_b_216x324.jpg	462	139	73.8729	148	74.1214	31	26.0044	1970
VogueSep75_V_25jan12_b_216x324.jpg	463	115	83.8356	56	75.9561	35	39.5124	1970
